Id,Date,Name,Active,JobTitle,Affiliation,Institution,GrossSalary_Year,GrossSalary_Month,GrossSalary_Month_Base,GrossSalary_Month_Supplement,GrossSalary_Month_Diets,BirthDate
3335,08/11/2021,Jesus Manuel Alonso Diez,1,Alcalde Del Ayuntamiento De Valdemora,PSOE,Ayuntamiento De Valdemora,"0,00","0,00",,,,
3336,08/11/2021,Julio Gonzalez Fernandez,1,Alcalde Del Ayuntamiento De Valdepiélago,PP,Ayuntamiento De Valdepiélago,"650,00","46,43",,,,
3337,08/11/2021,Francisco Javier Padierna Puente,1,Alcalde Del Ayuntamiento De Valdepolo,PP,Ayuntamiento De Valdepolo,"2290,00","163,57",,,,
3338,08/11/2021,Gaspar Miguel Cuervo Carro,1,Alcalde Del Ayuntamiento De Valderrey,CRA,Ayuntamiento De Valderrey,"730,00","52,14",,,,
3339,08/11/2021,Esteban Gonzalez Pablos,1,Alcalde Del Ayuntamiento De Valderrueda,PP,Ayuntamiento De Valderrueda,"798,93","57,07",,,,
3340,08/11/2021,Manuel Melcon Garcia,1,Alcalde Del Ayuntamiento De Valdesamario,PP,Ayuntamiento De Valdesamario,"2880,00","205,71",,,,
3341,08/11/2021,Ana Isabel Alegre Rodriguez,1,Alcaldesa Del Ayuntamiento De Valdevimbre,PP,Ayuntamiento De Valdevimbre,"14.856,80","1.061,20",,,,
3342,08/11/2021,David Jose Lopez Chacon,1,Alcalde Del Ayuntamiento De Vallecillo,PP,Ayuntamiento De Vallecillo,"0,00","0,00",,,,
3343,08/11/2021,Manuel De Mata Martinez,1,Alcalde Del Ayuntamiento De Valverde-Enrique,PP,Ayuntamiento De Valverde-Enrique,"535,66","38,26",,,,
3344,08/11/2021,Manuela Garcia Robles,1,Alcaldesa Del Ayuntamiento De Vecilla La,PP,Ayuntamiento De Vecilla La,"6120,00","437,14",,,,
3345,08/11/2021,Santiago Rodriguez Garcia,1,Alcalde Del Ayuntamiento De Vega De Espinareda,PSOE,Ayuntamiento De Vega De Espinareda,"2750,00","196,43",,,,
3346,08/11/2021,Carmelo Aller Alonso,1,Alcalde Del Ayuntamiento De Vega De Infanzones,PP,Ayuntamiento De Vega De Infanzones,"3586,58","256,18",,,,
3347,08/11/2021,Maria Luisa Gonzalez Santin,1,Alcaldesa,PSOE,Ayuntamiento De Vega De Valcarce,"20.907,20","1.493,37",,,,
3348,08/11/2021,Maria Isabel Fresno Fresno,1,Alcaldesa Del Ayuntamiento De Vegaquemada,PP,Ayuntamiento De Vegaquemada,"23.348,50","1.667,75",,,,
3349,08/11/2021,Manuel Ferreras Fidalgo,1,Alcalde Del Ayuntamiento De Vegas Del Condado,PSOE,Ayuntamiento De Vegas Del Condado,"17.020,80","1.215,77",,,,
3350,08/11/2021,Mario Rivas Lopez,1,Alcalde Del Ayuntamiento De Villablino,PSOE,Ayuntamiento De Villablino,"31.494,54","2.249,61",,,,
3351,08/11/2021,Ricardo Pellitero Martinez,1,Alcalde Del Ayuntamiento De Villabraz,APMV,Ayuntamiento De Villabraz,"1350,00","96,43",,,,
3352,08/11/2021,Miguel Aquilino Lopez Ramos,1,Alcalde Del Ayuntamiento De Villademor De La Vega,Cs,Ayuntamiento De Villademor De La Vega,"744,00","53,14",,,,
3353,08/11/2021,Jose Manuel Pereira Vega,1,Alcalde Del Ayuntamiento De Villafranca Del Bierzo,PP,Ayuntamiento De Villafranca Del Bierzo,"7839,90","559,99",,,,
3354,08/11/2021,Susana Cachon Fidalgo,1,Alcaldesa Del Ayuntamiento De Villamandos,PP,Ayuntamiento De Villamandos,"680,00","48,57",,,,
3355,08/11/2021,Jose Luis Garcia Oblanca,1,Alcalde Del Ayuntamiento De Villamanín,PSOE,Ayuntamiento De Villamanín,"4278,04","305,57",,,,
3356,08/11/2021,Higinio Garcia Dominguez,1,Alcalde Del Ayuntamiento De Villamañán,U.P.L.,Ayuntamiento De Villamañán,"7333,54","523,82",,,,
3357,08/11/2021,Veronica Fernandez Pinto,1,Alcaldesa,PP,Ayuntamiento De Villamartín De Don Sancho,"383,25","27,38",,,,
3358,08/11/2021,Luis Alfonso Alvarez Pelaez,1,Alcalde Del Ayuntamiento De Villamejil,PSOE,Ayuntamiento De Villamejil,"10.206,10","729,01",,,,
3359,08/11/2021,Francisco Rodrigo Carvajal,1,Alcalde Del Ayuntamiento De Villamol,PP,Ayuntamiento De Villamol,"400,00","28,57",,,,
3360,08/11/2021,Antonio Fuertes Alonso,1,Alcalde Del Ayuntamiento De Villamontán De La Valduerna,PSOE,Ayuntamiento De Villamontán De La Valduerna,"6000,00","428,57",,,,
3361,08/11/2021,Juan Blas Peña Martinez,1,Alcalde Del Ayuntamiento De Villamoratiel De Las Matas,PSOE,Ayuntamiento De Villamoratiel De Las Matas,"940,00","67,14",,,,
3362,08/11/2021,Maria Teresa Garcia Lopez,1,Alcaldesa Del Ayuntamiento De Villaobispo De Otero,PP,Ayuntamiento De Villaobispo De Otero,"32.390,00","2.313,57",,,,
3363,08/11/2021,David Gonzalez Navarro,1,Alcalde Del Ayuntamiento De Villaquejida,PP,Ayuntamiento De Villaquejida,"2595,60","185,40",,,,
3364,08/11/2021,Manuel Garcia Martinez,1,Alcalde Del Ayuntamiento De Villaquilambre,PP,Ayuntamiento De Villaquilambre,"50.999,76","3.642,84",,,,
3365,08/11/2021,Jose Castrillo Garcia,1,Alcalde Del Ayuntamiento De Villares De Órbigo,PSOE,Ayuntamiento De Villares De Órbigo,"5961,53","425,82",,,,
3366,08/11/2021,Maria Esther Garcia Reguera,1,Alcaldesa Del Ayuntamiento De Villasabariego,PSOE,Ayuntamiento De Villasabariego,"11.301,78","807,27",,,,
3367,08/11/2021,Valentin Martinez Redondo,1,Alcalde Del Ayuntamiento De Villaturiel,U.P.L.,Ayuntamiento De Villaturiel,"10.710,00","765,00",,,,
3368,08/11/2021,Jose Antonio Guerrero Villoria,1,Alcalde Del Ayuntamiento De Villazala,PP,Ayuntamiento De Villazala,"480,00","34,29",,,,
3369,08/11/2021,Silvia Lopez Campos,1,Alcaldesa Del Ayuntamiento De Villazanzo De Valderaduey,PP,Ayuntamiento De Villazanzo De Valderaduey,"250,00","17,86",,,,
3370,08/11/2021,Luciano Tomas Fernandez Alvarez,1,Alcalde Del Ayuntamiento De Zotes Del Páramo,PP,Ayuntamiento De Zotes Del Páramo,"4455,00","318,21",,,,
3371,08/11/2021,Xavier Bernadó Vilana,1,Alcalde Del Ayuntamiento De Abella De La Conca,ERC-AM,Ayuntamiento De Abella De La Conca,"4538,21","324,16",,,,
3372,08/11/2021,Sílvia Fernàndez Tarragona,1,Alcaldesa Del Ayuntamiento De Agramunt,AD'E-AM,Ayuntamiento De Agramunt,"16.532,45","1.180,89",,,,
3373,08/11/2021,Rosa Pujol Esteve,1,Alcaldesa Del Ayuntamiento De Aitona,JxCat-JUNTS,Ayuntamiento De Aitona,"4000,00","285,71",,,,
3374,08/11/2021,Celestí Panavera Altisent,1,Alcalde Del Ayuntamiento De Alamús Els,IxEA -AM,Ayuntamiento De Alamús Els,"2265,00","161,79",,,,
3375,08/11/2021,Victor Masip Romero,1,Alcalde Del Ayuntamiento De L'Albagés,ACTIVEM,Ayuntamiento De L'Albagés,"4649,52","332,11",,,,
3376,08/11/2021,Jaume Sanuy Lopez,1,Alcalde Del Ayuntamiento De Albatàrrec,JxCat-JUNTS,Ayuntamiento De Albatàrrec,"0,00","0,00",,,,
3377,08/11/2021,Eugènia Puig-Gròs Clúa,1,Alcaldesa Del Ayuntamiento De Albesa,AETS-AM,Ayuntamiento De Albesa,"12.760,96","911,50",,,,
3378,08/11/2021,Anna Feliu Moragues,1,Alcaldesa Del Ayuntamiento De L'Albi,JxCat-JUNTS,Ayuntamiento De L'Albi,"0,00","0,00",,,,
3379,08/11/2021,Xavier Prunera Cebrià,1,Alcalde Del Ayuntamiento De Alcanó,IxA - AM,Ayuntamiento De Alcanó,"9144,06","653,15",,,,
3380,08/11/2021,Jordi Janés Girós,1,Alcalde Del Ayuntamiento De Alcarràs,JxCat-JUNTS,Ayuntamiento De Alcarràs,"45.011,04","3.215,07",,,,
3381,08/11/2021,Manuel Ezquerra Tomas,0,Alcalde Del Ayuntamiento De Alcarràs,SA,Ayuntamiento De Alcarràs,"22.499,96",,,,,
3382,08/11/2021,Josep Maria Gras Charles,1,Alcalde Del Ayuntamiento De Alcoletge,PRIMÀRIES,Ayuntamiento De Alcoletge,"22.075,20","1.576,80",,,,
3383,08/11/2021,Joan Carles García Guillamon,1,Alcalde Del Ayuntamiento De Alfarràs,AUIP-JxCAT-JUNTS,Ayuntamiento De Alfarràs,"3039,59","217,11",,,,
3384,08/11/2021,Hilari Guiu Sentís,1,Alcalde Del Ayuntamiento De Alfés,JxCat-JUNTS,Ayuntamiento De Alfés,"3099,69","221,41",,,,
3385,08/11/2021,Miquel Plensa Martínez,1,Alcalde Del Ayuntamiento De Algerri,IA-AM,Ayuntamiento De Algerri,"0,00","0,00",,,,
3386,08/11/2021,Antoni Perea Hervera,1,Alcalde Del Ayuntamiento De Alguaire,IxA-MES-UxA,Ayuntamiento De Alguaire,"4769,80","340,70",,,,
3387,08/11/2021,Manel Pérez Cantalosella,1,Alcalde Del Ayuntamiento De Alins,En,Ayuntamiento De Alins,"9299,02","664,22",,,,
3388,08/11/2021,Jordi Tarragó Jové,1,Alcalde Del Ayuntamiento De Almatret,JxCat-JUNTS,Ayuntamiento De Almatret,"30.000,00","2.142,86",,,,
3389,08/11/2021,Maria Teresa Malla Aige,1,Alcaldesa Del Ayuntamiento De Almenar,ERC-AM,Ayuntamiento De Almenar,"19.200,00","1.371,43",,,,
3390,08/11/2021,Lluís Soldevila Cuadrat,1,Alcalde Del Ayuntamiento De Alòs De Balaguer,JUNTS,Ayuntamiento De Alòs De Balaguer,"12.600,00","900,00",,,,
3391,08/11/2021,Joan Gilart Escuer,1,Alcalde Del Ayuntamiento De Alpicat,JxCat-JUNTS,Ayuntamiento De Alpicat,"11.610,00","829,29",,,,
3392,08/11/2021,Francesc Xavier Llena Cano,1,Alcalde Del Ayuntamiento De Alt Àneu,IAA,Ayuntamiento De Alt Àneu,"22.403,45","1.600,25",,,,
3393,08/11/2021,Carme Miró Solé,1,Alcaldesa Del Ayuntamiento De Anglesola,JxCat-JUNTS,Ayuntamiento De Anglesola,"9000,00","642,86",,,,
3394,08/11/2021,Sergi Pelegrí Perera,1,Alcalde Del Ayuntamiento De Arbeca,EA - AM,Ayuntamiento De Arbeca,"350,00","25,00",,,,
3395,08/11/2021,Pedro Castet Farré,1,Alcalde Del Ayuntamiento De Arres,CDA-PNA,Ayuntamiento De Arres,"4000,00","285,71",,,,
3396,08/11/2021,Antonio Casanovas I Alis,1,Alcalde Del Ayuntamiento De Arsèguel,ERC-AM,Ayuntamiento De Arsèguel,"7754,64","553,90",,,,
3397,08/11/2021,Pere Puiggros Compte,1,Alcalde Del Ayuntamiento De Artesa De Lleida,JxCat-JUNTS,Ayuntamiento De Artesa De Lleida,"17.505,74","1.250,41",,,,
3398,08/11/2021,Mingo Sabanés Porta,1,Alcalde Del Ayuntamiento De Artesa De Segre,ERC-AM,Ayuntamiento De Artesa De Segre,"1580,00","112,86",,,,
3399,08/11/2021,Fermin Masot Aymí,1,Alcalde Del Ayuntamiento De Aspa,CxA - CP,Ayuntamiento De Aspa,"14.341,35","1.024,38",,,,
3400,08/11/2021,Lidia Ber Salmons,1,Alcaldesa Del Ayuntamiento De Avellanes I Santa Linya Les,IASL-AM,Ayuntamiento De Avellanes I Santa Linya Les,"9299,07","664,22",,,,
3401,08/11/2021,Ana Sentinella Amengual,1,Alcaldesa Del Ayuntamiento De Baix Pallars,SOM-HI,Ayuntamiento De Baix Pallars,"4520,37","322,88",,,,
3402,08/11/2021,Jordi Ignasi Vidal Giné,1,Alcalde Del Ayuntamiento De Balaguer,ER-AM,Ayuntamiento De Balaguer,"53.357,91","3.811,28",,,,
3403,08/11/2021,Andreu Benet Castillo,1,Alcalde Del Ayuntamiento De Barbens,JxB-AM,Ayuntamiento De Barbens,"26.024,79","1.858,91",,,,
3404,08/11/2021,Antonio Reig Torné,1,Alcalde Del Ayuntamiento De Baronia De Rialb La,JUNTS,Ayuntamiento De Baronia De Rialb La,"14.722,04","1.051,57",,,,
3405,08/11/2021,Cristina Barbens Casals,1,Alcaldesa Del Ayuntamiento De Bassella,JxCat-JUNTS,Ayuntamiento De Bassella,"14.604,54","1.043,18",,,,
3406,08/11/2021,Maria Carme Culleré Llavoré,1,Alcaldesa Del Ayuntamiento De Belianes,IxB - AM,Ayuntamiento De Belianes,"0,00","0,00",,,,
3407,08/11/2021,Jaume Masip Abella,1,Alcalde Del Ayuntamiento De Bellaguarda,JxCat-JUNTS,Ayuntamiento De Bellaguarda,"12.984,10","927,44",,,,
3408,08/11/2021,Sònia Valero Dencas,1,Alcaldesa Del Ayuntamiento De Bellmunt D'Urgell,JUNTS,Ayuntamiento De Bellmunt D'Urgell,"12.678,24","905,59",,,,
3409,08/11/2021,Jordi Estiarte Berenguer,1,Alcalde Del Ayuntamiento De Bellpuig,AMR - AM,Ayuntamiento De Bellpuig,"45.514,88","3.251,06",,,,
3410,08/11/2021,Francesc Xavier Porta Pous,1,Alcalde Del Ayuntamiento De Bellver De Cerdanya,En-Cerd,Ayuntamiento De Bellver De Cerdanya,"34.272,00","2.448,00",,,,
3411,08/11/2021,Joan Talarn Gilabert,1,Alcalde Del Ayuntamiento De Bellvís,TPBA-AM,Ayuntamiento De Bellvís,"0,00","0,00",,,,01/01/1968
3412,08/11/2021,Antoni Carré Cuadrat,1,Alcalde Del Ayuntamiento De Benavent De Segrià,JxCat-JUNTS,Ayuntamiento De Benavent De Segrià,"3825,00","273,21",,,,
3413,08/11/2021,José Puig Rius,1,Alcalde Del Ayuntamiento De Biosca,JUNTS,Ayuntamiento De Biosca,"7559,30","539,95",,,,
3414,08/11/2021,Rosa Maria Mirat Marqués,1,Alcaldesa Del Ayuntamiento De Bòrdes Es,UA-PSC-CP,Ayuntamiento De Bòrdes Es,"11.369,25","812,09",,,,
3415,08/11/2021,Núria Palau Minguella,1,Alcaldesa Del Ayuntamiento De Borges Blanques Les,JxCat-JUNTS,Ayuntamiento De Borges Blanques Les,"18.791,95","1.342,28",,,,
3416,08/11/2021,Enric Mir Pifarré,0,Alcalde Del Ayuntamiento De Les Borges Blanques,JxCat-JUNTS,Ayuntamiento De Les Borges Blanques,"15.493,65",,,,,
3417,08/11/2021,Amador Marqués Atés,1,Alcalde Del Ayuntamiento De Bossòst,UA-PSC-CP,Ayuntamiento De Bossòst,"1302,00","93,00",,,,
3418,08/11/2021,Òscar Ricard Acero Giral,1,Alcalde Del Ayuntamiento De Bovera,JxCat-JUNTS,Ayuntamiento De Bovera,"0,00","0,00",,,,
3419,08/11/2021,Josep Marqués Castany,1,Alcalde Del Ayuntamiento De Cabó,JxCat-JUNTS,Ayuntamiento De Cabó,"7327,10","523,36",,,,
3420,08/11/2021,Elisabet Lizaso Cantón,1,Alcaldesa Del Ayuntamiento De Camarasa,IxC-AM,Ayuntamiento De Camarasa,"13.391,88","956,56",,,,
3421,08/11/2021,Josep Mª Mullol Miret,1,Alcalde Del Ayuntamiento De Castell De Mur,JxCat,Ayuntamiento De Castell De Mur,"400,00","28,57",,,,
3422,08/11/2021,Maria Claustre Sunyer Cantons,1,Alcaldesa Del Ayuntamiento De Castellar De La Ribera,JUNTS,Ayuntamiento De Castellar De La Ribera,"9299,04","664,22",,,,
3423,08/11/2021,Conrad Llovera Sala,1,Alcaldesa,JxCat-JUNTS,Ayuntamiento De Castelldans,"3109,05","222,08",,,,
3424,08/11/2021,Jordi Llanes Valls,1,Alcalde Del Ayuntamiento De Castellnou De Seana,JUNTS,Ayuntamiento De Castellnou De Seana,"15.922,20","1.137,30",,,,
3425,08/11/2021,Omar Noumri Coca,1,Alcalde Del Ayuntamiento De Castelló De Farfanya,UCF-AM,Ayuntamiento De Castelló De Farfanya,"22.632,59","1.616,61",,,,
3426,08/11/2021,Marcel Pujol Coll,1,Alcalde Del Ayuntamiento De Castellserà,JxCat-JUNTS,Ayuntamiento De Castellserà,"0,00","0,00",,,,
3427,08/11/2021,Gisela Sellés Ribatallada,1,Alcaldesa Del Ayuntamiento De Cava,CUP-AMUNT,Ayuntamiento De Cava,"0,00","0,00",,,,
3428,08/11/2021,Joan Santacana Vélez,1,Alcalde Del Ayuntamiento De Cervera,ERC-MES-AM,Ayuntamiento De Cervera,"22.492,83","1.606,63",,,,
3429,08/11/2021,Mercè Rubió Carré,1,Alcaldesa Del Ayuntamiento De Cervià De Les Garrigues,IxC-AM,Ayuntamiento De Cervià De Les Garrigues,"13.129,29","937,81",,,,
3430,08/11/2021,Òscar Martínez Agustí,1,Alcalde Del Ayuntamiento De Ciutadilla,CF-AM,Ayuntamiento De Ciutadilla,"3099,69","221,41",,,,
3431,08/11/2021,Albert Bajona Mascaró,1,Alcalde Del Ayuntamiento De Clariana De Cardener,ICC - AM,Ayuntamiento De Clariana De Cardener,"0,00","0,00",,,,
3432,08/11/2021,Anna Torres Fernandez,1,Alcaldesa Del Ayuntamiento De Cogul El,IxC-AM,Ayuntamiento De Cogul El,"0,00","0,00",,,,
3433,08/11/2021,Martín Riera I Rovira,1,Alcalde Del Ayuntamiento De Coll De Nargó,ERC-AM,Ayuntamiento De Coll De Nargó,"13.129,29","937,81",,,,
3434,08/11/2021,Ramon Costa I Guinó,1,Alcalde Del Ayuntamiento De Coma I La Pedra La,ICiP - AM,Ayuntamiento De Coma I La Pedra La,"0,00","0,00",,,,
3435,08/11/2021,Martí Cardona Rocafort,1,Alcalde Del Ayuntamiento De Conca De Dalt,JUNTS,Ayuntamiento De Conca De Dalt,"8793,60","628,11",,,,
3436,08/11/2021,Jordi Verdú Paijà,1,Alcalde Del Ayuntamiento De Corbins,CA - AM,Ayuntamiento De Corbins,"0,00","0,00",,,,
3437,08/11/2021,Jaume Cuñat Casells,1,Alcalde Del Ayuntamiento De Cubells,JUNTS,Ayuntamiento De Cubells,"240,10","17,15",,,,
3438,08/11/2021,Josep Regué Montserrat,0,Alcalde Del Ayuntamiento De Cubells,JUNTS,Ayuntamiento De Cubells,"447,13",,,,,
3439,08/11/2021,Josep Cunillera Boldú,1,Alcalde Del Ayuntamiento De L'Espluga Calba,GREC - AM,Ayuntamiento De L'Espluga Calba,"9299,04","664,22",,,,
3440,08/11/2021,Jaume Trilla Torné,1,Alcalde Del Ayuntamiento De Estaràs,JUNTS,Ayuntamiento De Estaràs,"0,00","0,00",,,,
3441,08/11/2021,Pere Ticó Domingo,1,Alcalde Del Ayuntamiento De Esterri D'Àneu,ERC-AM,Ayuntamiento De Esterri D'Àneu,"31.800,02","2.271,43",,,,
3442,08/11/2021,Joel Orteu Aubach,1,Alcalde Del Ayuntamiento De Esterri De Cardós,JUNTS,Ayuntamiento De Esterri De Cardós,"5613,29","400,95",,,,
3443,08/11/2021,Angel Bringué Garreta,1,Alcalde Del Ayuntamiento De Farrera,ERC-FM-AM,Ayuntamiento De Farrera,"0,00","0,00",,,,
3444,08/11/2021,Ignacio Finestres Baronet,1,Alcalde Del Ayuntamiento De Fígols I Alinyà,ERM - AM,Ayuntamiento De Fígols I Alinyà,"9299,04","664,22",,,,
3445,08/11/2021,Jaume Setó Cornadó,1,Alcalde Del Ayuntamiento De Floresta La,JxCat-JUNTS,Ayuntamiento De Floresta La,"819,11","58,51",,,,
3446,08/11/2021,Joan Reñe Huguet,1,Alcalde Del Ayuntamiento De Fondarella,JUNTS,Ayuntamiento De Fondarella,"13.129,32","937,81",,,,21/01/1958
3447,08/11/2021,Maricel Segú Peralba,1,Alcaldesa,JUNTS,Ayuntamiento De Foradada,"11.299,78","807,13",,,,
3448,08/11/2021,Jaume Ferrer Carrera,1,Alcalde Del Ayuntamiento De Fuliola La,JxCat-JUNTS,Ayuntamiento De Fuliola La,"17.505,72","1.250,41",,,,
3449,08/11/2021,Jordi Arbós Gabarró,1,Alcalde Del Ayuntamiento De Fulleda,APF -AM,Ayuntamiento De Fulleda,"12.064,50","861,75",,,,
3450,08/11/2021,Xavier Badia Verdeny,1,Alcalde Del Ayuntamiento De Gavet De La Conca,JxCat,Ayuntamiento De Gavet De La Conca,"1090,00","77,86",,,,
3451,08/11/2021,Ivan Alcolea Martí,1,Alcalde Del Ayuntamiento De Gimenells I El Pla De La Font,IxGPF-CP,Ayuntamiento De Gimenells I El Pla De La Font,"5324,62","380,33",,,,
3452,08/11/2021,Jordi Calvis Torrelles,1,Alcalde Del Ayuntamiento De Golmés,JUNTS,Ayuntamiento De Golmés,"22.719,48","1.622,82",,,,
3453,08/11/2021,Lluís Campmajó Puig,1,Alcalde Del Ayuntamiento De Gósol,PG - AM,Ayuntamiento De Gósol,"0,00","0,00",,,,
3454,08/11/2021,Elena Llauradó Pomar,1,Alcaldesa Del Ayuntamiento De Granadella La,UFP - JxCAT - JUNTS,Ayuntamiento De Granadella La,"13.129,32","937,81",,,,
3455,08/11/2021,Manel Solé Agustí,1,Alcalde Del Ayuntamiento De Granja D'Escarp La,JxCat-JUNTS,Ayuntamiento De Granja D'Escarp La,"625,00","44,64",,,,
3456,08/11/2021,Francesc Josep Esquerda Tamarit,1,Alcalde Del Ayuntamiento De Granyena De Les Garrigues,JUNTS,Ayuntamiento De Granyena De Les Garrigues,"9299,07","664,22",,,,
3457,08/11/2021,Francisco Capdevila Prat,1,Alcalde Del Ayuntamiento De Granyena De Segarra,JUNTS,Ayuntamiento De Granyena De Segarra,"0,00","0,00",,,,
3458,08/11/2021,Salvador Balcells Busquets,1,Alcalde Del Ayuntamiento De Guimerà,JxCat-JUNTS,Ayuntamiento De Guimerà,"9299,07","664,22",,,,
3459,08/11/2021,Jaume Ars Bosch,1,Alcalde Del Ayuntamiento De Guissona,JUNTS,Ayuntamiento De Guissona,"47.584,08","3.398,86",,,,
3460,08/11/2021,Jordi Selga Feixas,1,Alcalde Del Ayuntamiento De Guixers,IPG - JUNTS,Ayuntamiento De Guixers,"9299,04","664,22",,,,
3461,08/11/2021,Maria Rosa Amorós Capdevila,1,Alcaldesa Del Ayuntamiento De Isona I Conca Dellà,ERC-AM,Ayuntamiento De Isona I Conca Dellà,"611,26","43,66",,,,10/04/1963
3462,08/11/2021,Josep Magrí Mangues,1,Alcalde Del Ayuntamiento De Ivars De Noguera,JUNTS,Ayuntamiento De Ivars De Noguera,"14.813,28","1.058,09",,,,
3463,08/11/2021,Joan Carles Sanchez Rico,1,Alcalde Del Ayuntamiento De Ivars D'Urgell,EIV-AM,Ayuntamiento De Ivars D'Urgell,"29.203,28","2.085,95",,,,
3464,08/11/2021,Jordi Ribalta Sala,1,Alcalde Del Ayuntamiento De Ivorra,ERC-AM,Ayuntamiento De Ivorra,"6279,63","448,55",,,,
3465,08/11/2021,Marta Poch Massegú,1,Alcaldesa Del Ayuntamiento De Josa I Tuixén,JxCat-JUNTS,Ayuntamiento De Josa I Tuixén,"4203,68","300,26",,,,
3466,08/11/2021,Lluís Dalmau Almacellas,1,Alcalde Del Ayuntamiento De Juncosa,UXJ - JUNTS,Ayuntamiento De Juncosa,"9299,07","664,22",,,,
3467,08/11/2021,Antoni Villas Miranda,1,Alcalde Del Ayuntamiento De Juneda,JxCat-JUNTS,Ayuntamiento De Juneda,"42.452,20","3.032,30",,,,
3468,08/11/2021,Àlex Mases Xifré,1,Alcalde Del Ayuntamiento De Linyola,ERC-AM,Ayuntamiento De Linyola,"29.400,00","2.100,00",,,,
3469,08/11/2021,Daniel Rovira Ciuró,1,Alcalde Del Ayuntamiento De Lladurs,JUNTS,Ayuntamiento De Lladurs,"300,00","21,43",,,,
3470,08/11/2021,Maria Del Carme Pinyol Oró,1,Alcaldesa Del Ayuntamiento De Llardecans,JxCat-JUNTS,Ayuntamiento De Llardecans,"0,00","0,00",,,,
3471,08/11/2021,Josep Vidal Bringué,1,Alcalde Del Ayuntamiento De Llavorsí,FM-VIU-ERC-AM,Ayuntamiento De Llavorsí,"100,00","7,14",,,,
3472,08/11/2021,Miquel Pueyo Paris,1,Alcalde Del Ayuntamiento De Lleida,ERC-AM,Ayuntamiento De Lleida,"68.634,86","4.902,49",,,,18/08/1957
3473,08/11/2021,Daniel Olivera I Aguilà,1,Alcalde Del Ayuntamiento De Lles De Cerdanya,IpLIC-AM,Ayuntamiento De Lles De Cerdanya,"9299,04","664,22",,,,
3474,08/11/2021,Josep Terré Escolá,1,Alcalde Del Ayuntamiento De Llimiana,JUNTS,Ayuntamiento De Llimiana,"0,00","0,00",,,,
3475,08/11/2021,Ramon Angrill Cots,1,Alcalde Del Ayuntamiento De Llobera,INDEPENDENTS PER LLOBERA,Ayuntamiento De Llobera,"6199,44","442,82",,,,
3476,08/11/2021,David Masot Florensa,1,Alcalde Del Ayuntamiento De Maials,JxCat-JUNTS,Ayuntamiento De Maials,"0,00","0,00",,,,
3477,08/11/2021,Anna Salla Xucla,1,Alcaldesa Del Ayuntamiento De Maldà,IxM-AM,Ayuntamiento De Maldà,"0,00","0,00",,,,
3478,08/11/2021,Montserrat Jové Vidal,1,Alcaldesa Del Ayuntamiento De Massalcoreig,ERC-AM,Ayuntamiento De Massalcoreig,"13.129,32","937,81",,,,
3479,08/11/2021,Miguel Àngel Marina Fontanelles,1,Alcalde Del Ayuntamiento De Massoteres,JUNTS,Ayuntamiento De Massoteres,"500,00","35,71",,,,
3480,08/11/2021,Anna Maria Calvís Munsó,1,Alcaldesa Del Ayuntamiento De Menàrguens,IM-AM,Ayuntamiento De Menàrguens,"8752,80","625,20",,,,
3481,08/11/2021,Carme Ribes Llordés,1,Alcaldesa Del Ayuntamiento De Miralcamp,AM - AM,Ayuntamiento De Miralcamp,"5220,00","372,86",,,,
3482,08/11/2021,Marc Solsona Aixalà,1,Alcalde Del Ayuntamiento De Mollerussa,JxCat-JUNTS,Ayuntamiento De Mollerussa,"0,00","0,00",,,,07/04/1976
3483,08/11/2021,Marià Torrà Montraveta,1,Alcaldesa Del Ayuntamiento De Molsosa La,IM,Ayuntamiento De Molsosa La,"0,00","0,00",,,,
3484,08/11/2021,José Castells I Farràs,1,Alcalde Del Ayuntamiento De Montellà I Martinet,PMM - AM,Ayuntamiento De Montellà I Martinet,"0,00","0,00",,,,
3485,08/11/2021,Albert Marquet Lacaya,1,Alcalde Del Ayuntamiento De Montferrer I Castellbò,JxCat-JUNTS,Ayuntamiento De Montferrer I Castellbò,"22.680,00","1.620,00",,,,
3486,08/11/2021,Jaume Gilabert Torruella,1,Alcalde Del Ayuntamiento De Montgai,EMB-AM,Ayuntamiento De Montgai,"225,00","16,07",,,,
3487,08/11/2021,Josep Guillaumet Rosell,1,Alcalde Del Ayuntamiento De Montoliu De Lleida,IxM-AM,Ayuntamiento De Montoliu De Lleida,"9299,00","664,21",,,,
3488,08/11/2021,Vicenç Roig Solé,1,Alcalde Del Ayuntamiento De Montoliu De Segarra,AxM - ERC - AM,Ayuntamiento De Montoliu De Segarra,"12.553,42","896,67",,,,
3489,08/11/2021,Dionís Oña Martín,1,Alcalde Del Ayuntamiento De Montornès De Segarra,PSC-CP,Ayuntamiento De Montornès De Segarra,"0,00","0,00",,,,
